ident,type,name,iso_country,iso_region,municipality,iata_code,state_code
IL01,small_airport,Wolford's Airport,US,US-IL,Abingdon,,IL
IL02,small_airport,Herbert C. Maas Airport,US,US-IL,Zion,,IL
IL03,heliport,Columbia Hoffman Estates Medical Center Heliport,US,US-IL,Hoffman Estates,,IL
IL04,heliport,Methodist Medical Center of Illinois Heliport,US,US-IL,Peoria,,IL
IL05,small_airport,Bingham Airport,US,US-IL,Alden,,IL
IL07,small_airport,Taylor Airport,US,US-IL,Amboy,,IL
IL08,heliport,Good Shepherd Hospital Heliport,US,US-IL,Barrington,,IL
IL09,small_airport,Albrecht /2/ Airport,US,US-IL,Amboy,,IL
IL11,small_airport,Donald Alfred Gade Airport,US,US-IL,Antioch,,IL
IL12,small_airport,Kinsey RLA Restricted Landing Area,US,US-IL,Arenzville,,IL
IL13,small_airport,Funfsinn Airport,US,US-IL,Arlington,,IL
IL14,heliport,Stark Heliport,US,US-IL,Bloomington,,IL
IL15,small_airport,Runyan Aviation Airport,US,US-IL,Bushnell,,IL
IL16,small_airport,Houseman Airport,US,US-IL,Cobden,,IL
IL17,heliport,Center Point Heliport,US,US-IL,Oak Brook,,IL
IL18,small_airport,Crook Restricted Landing Area,US,US-IL,Columbia,,IL
IL19,heliport,Shawnee Community College Heliport,US,US-IL,Ullin,,IL
IL20,heliport,Il Emergency Operations Center Heliport,US,US-IL,Springfield,,IL
IL21,heliport,Presence Mercy Medical Center Heliport,US,US-IL,Aurora,,IL
IL22,closed,Heeg Airport,US,US-IL,Oquawka,,IL
IL23,small_airport,Ellis Airport,US,US-IL,Davis,,IL
IL24,small_airport,Richardson Airport,US,US-IL,New Berlin,,IL
IL25,heliport,Bromenn Hospital Heliport,US,US-IL,Normal,,IL
IL26,heliport,Fayette County Hospital Heliport,US,US-IL,Vandalia,,IL
IL27,closed,Landis Plastics Heliport,US,US-IL,Alsip,,IL
IL29,closed,Von Alvens Airview Airport,US,US-IL,Beecher,,IL
IL31,small_airport,Cooch Landing Area Airport,US,US-IL,Atwood,,IL
IL32,small_airport,Adkisson Airport,US,US-IL,Hammond,,IL
IL33,heliport,Sherman Hospital Heliport,US,US-IL,Elgin,,IL
IL34,small_airport,Henderson Airport,US,US-IL,Belvidere,,IL
IL35,small_airport,Redpath Restricted Landing Area,US,US-IL,Baldwin,,IL
IL36,small_airport,Bob Walberg Field,US,US-IL,Belvidere,,IL
IL38,small_airport,J Maddock Airport,US,US-IL,Big Rock,,IL
IL39,small_airport,Perry RLA Airport,US,US-IL,Kansas,,IL
IL40,heliport,St Joseph Medical Center - Bloomington Heliport,US,US-IL,Bloomington,,IL
IL41,heliport,Rochelle Community Hospital Heliport,US,US-IL,Rochelle,,IL
IL42,heliport,Centegra Hospital - Woodstock Heliport,US,US-IL,Woodstock,,IL
IL43,heliport,Rural King Supply Heliport,US,US-IL,Mattoon,,IL
IL44,heliport,Arrow Heliport,US,US-IL,Fox Lake,,IL
IL45,small_airport,Busboom Airport,US,US-IL,Gifford,,IL
IL46,small_airport,Brooks Ranch Airport,US,US-IL,Burnside,,IL
IL47,heliport,Lincoln Land Community College Heliport,US,US-IL,Springfield,,IL
IL49,closed,Braidwood National Park Service Heliport,US,US-IL,Godley,,IL
IL50,heliport,Memorial Hospital Heliport,US,US-IL,Carthage,,IL
IL51,small_airport,Aero Acres Airport,US,US-IL,Campus,,IL
IL52,small_airport,Williams Airport,US,US-IL,Carthage,,IL
IL53,closed,Lung Restricted Landing Area,US,US-IL,Carthage,,IL
IL54,small_airport,Richmond Airport,US,US-IL,Table Grove,,IL
IL55,closed,Andrew RLA Restricted Landing Area Airport,US,US-IL,Champaign,,IL
IL56,small_airport,Mc Culley Airport,US,US-IL,Champaign,,IL
IL57,small_airport,Cottonwood Airport,US,US-IL,Bloomington,,IL
IL58,closed,Aero Four Airport,US,US-IL,Channahon,,IL
IL59,small_airport,Chicago Glider Club Gliderport,US,US-IL,Channahon,,IL
IL60,closed,Chatsworth Restricted Landing Area,US,US-IL,Chatsworth,,IL
IL61,heliport,Vienna Correctional Center Heliport,US,US-IL,Grantsburg,,IL
IL62,heliport,Munch Heliport,US,US-IL,Chemung,,IL
IL63,small_airport,Mays Aviation Airport,US,US-IL,Chenoa,,IL
IL64,small_airport,Martin Airport,US,US-IL,Lincoln,,IL
IL65,small_airport,M.A.M Trail Airport,US,US-IL,Little York,,IL
IL67,heliport,Big Muddy Correctional Facility Heliport,US,US-IL,Ina,,IL
IL68,closed,Mill Rose Farm Restricted Landing Area,US,US-IL,Chicago/Barrington,,IL
IL69,heliport,First Area Police Hdqtrs Heliport,US,US-IL,Chicago,,IL
IL70,heliport,Wgn-Tv Heliport,US,US-IL,Chicago,,IL
IL71,small_airport,Dury Estates Airport,US,US-IL,Hurst,,IL
IL72,closed,Entwistle Airport,US,US-IL,Lostant,,IL
IL73,heliport,St Elizabeth's Hospital Heliport,US,US-IL,Belleville,,IL
IL74,closed,Rose Packing County Heliport,US,US-IL,Chicago,,IL
IL75,heliport,John H. Stroger Hospital of Cook County Heliport,US,US-IL,Chicago,,IL
IL76,closed,Marcor Heliport,US,US-IL,Chicago,,IL
IL77,heliport,Advocate Christ Medical Center Heliport,US,US-IL,Chicago/Oak Lawn/,,IL
IL78,small_airport,Benoit Airport,US,US-IL,Kankakee,,IL
IL79,heliport,Presence Resurrection Medical Center Heliport,US,US-IL,Chicago,,IL
IL80,small_airport,Flying Illini Airport,US,US-IL,De Land,,IL
IL81,small_airport,Berns Airport,US,US-IL,Clifton,,IL
IL82,small_airport,Martin RLA Restricted Landing Area,US,US-IL,Clinton,,IL
IL83,closed,Mulderink Heliport,US,US-IL,South Chicago Heights,,IL
IL84,small_airport,Douglas Airport,US,US-IL,Colusa,,IL
IL85,closed,Midwestern Regional Medical Center Heliport,US,US-IL,Zion,,IL
IL86,small_airport,Krohe Airport,US,US-IL,Beardstown,,IL
IL87,small_airport,W Davis Airport,US,US-IL,Compton,,IL
IL88,small_airport,Earl Barnickel Airport,US,US-IL,Compton,,IL
IL89,heliport,St Mary Medical Center - Galesburg Heliport,US,US-IL,Galesburg,,IL
IL90,heliport,Nordic Heliport,US,US-IL,Gurnee,,IL
IL91,small_airport,Testoni Farms Airport,US,US-IL,Cornell,,IL
IL92,heliport,UChicago Medicine Ingalls Memorial Heliport,US,US-IL,Harvey,,IL
IL93,small_airport,Hendrickson Flying Service Airport,US,US-IL,Creston,,IL
IL94,small_airport,Hoblit Farms Airport,US,US-IL,Atlanta,,IL
IL95,small_airport,Corn Field,US,US-IL,Custer Park,,IL
IL96,heliport,Kaiser Heliport,US,US-IL,Monee,,IL
IL97,small_airport,Springfield Southwest Airpark,US,US-IL,New Berlin,,IL
IL98,heliport,Chicagoland Speedway Heliport,US,US-IL,Joliet,,IL
IL99,small_airport,B & C Airport,US,US-IL,Earlville,,IL
IN00,small_airport,Sutton Airport,US,US-IN,Montmorenci,,IN
IN01,small_airport,Kephart Field Airport,US,US-IN,Bargersville,,IN
IN02,seaplane_base,Hamilton Lake Seaplane Base,US,US-IN,Hamilton,,IN
IN03,small_airport,Alford Airpark,US,US-IN,Petersburg,,IN
IN04,small_airport,N'Meier Airport,US,US-IN,Westphalia,,IN
IN05,small_airport,Stevens Farms Airport,US,US-IN,Rushville,,IN
IN06,heliport,Methodist Hospital Helistop,US,US-IN,Indianapolis,,IN
IN07,heliport,Hook's Heliport,US,US-IN,Indianapolis,,IN
IN08,small_airport,Shakamak Airport,US,US-IN,Jasonville,,IN
IN09,closed,Clifton Airport,US,US-IN,Boswell,,IN
IN10,small_airport,Plummer Airport,US,US-IN,Kewanna,,IN
IN11,small_airport,Arrowhead Farm Airport,US,US-IN,Bourbon,,IN
IN12,seaplane_base,Lake Sylvan Seaplane Base,US,US-IN,Kendallville,,IN
IN13,small_airport,Lanesville Skyways Airport,US,US-IN,Lanesville,,IN
IN14,small_airport,Greenridge RLA Restricted Landing Area,US,US-IN,Lanesville,,IN
IN15,small_airport,T & T Airport,US,US-IN,Vincennes,,IN
IN16,seaplane_base,Tippecanoe Seaplane Base,US,US-IN,Warsaw,,IN
IN17,heliport,Green County General Hospital Heliport,US,US-IN,Linton,,IN
IN18,small_airport,Hook Field,US,US-IN,Harlan,,IN
IN19,closed,Marshall Field,US,US-IN,Acton,,IN
IN20,small_airport,Jungclaus Airport,US,US-IN,Martinsville,,IN
IN21,small_airport,Starkey's Airport,US,US-IN,Mooreland,,IN
IN22,heliport,Berling Heliport,US,US-IN,Mooresville,,IN
IN23,small_airport,Zeller Elev County Airport,US,US-IN,Mount Vernon,,IN
IN24,heliport,Franciscan Health Michigan City Heliport,US,US-IN,Michigan City,,IN
IN25,small_airport,Hood Field,US,US-IN,Jamestown,,IN
IN26,small_airport,Archangels Landing Airport,US,US-IN,San Pierre,,IN
IN27,closed,Skyridge Airport,US,US-IN,Arcadia,,IN
IN28,heliport,Community Hospital Heliport,US,US-IN,Munster,,IN
IN29,small_airport,Durflinger Airport,US,US-IN,Otterbein,,IN
IN30,small_airport,Hull Airport,US,US-IN,Patoka,,IN
IN31,small_airport,North Lakeland Airport,US,US-IN,Pendleton,,IN
IN32,small_airport,Stephenson Airport,US,US-IN,Pendleton,,IN
IN33,small_airport,Robison Airport,US,US-IN,Peru,,IN
IN34,small_airport,Rush Strip,US,US-IN,Peru,,IN
IN35,small_airport,Shinn Bone Lane Airport,US,US-IN,Peru,,IN
IN36,small_airport,Plugger Airport,US,US-IN,Evansville,,IN
IN37,heliport,Midwest Steel Heliport,US,US-IN,Portage,,IN
IN38,small_airport,Stewarts Green Acres Airport,US,US-IN,North Liberty,,IN
IN39,closed,Klopfenstein Airport,US,US-IN,Reynolds,,IN
IN40,closed,Brauns Airport,US,US-IN,Richland,,IN
IN41,closed,Nuckols Airport,US,US-IN,Redkey,,IN
IN42,closed,Hackbarth Airport,US,US-IN,Bremen,,IN
IN43,small_airport,Spring Lake Airport,US,US-IN,Pekin,,IN
IN44,small_airport,Hardin Airport,US,US-IN,Salem,,IN
IN45,small_airport,4 Winds Aerodrome,US,US-IN,Roachdale,,IN
IN46,small_airport,Butler Field,US,US-IN,Rockville,,IN
IN47,small_airport,White Airport,US,US-IN,Richmond,,IN
IN48,heliport,St. Vincent Clay Hospital Heliport,US,US-IN,Brazil,,IN
IN49,small_airport,Pherigo Airport,US,US-IN,Shelbyville,,IN
IN50,closed,Siefert Airport,US,US-IN,Shelbyville,,IN
IN51,small_airport,Windy Knoll Airport,US,US-IN,Sheridan,,IN
IN52,heliport,500 Heliport,US,US-IN,Speedway,,IN
IN53,small_airport,Miller Airport,US,US-IN,Spencer,,IN
IN54,small_airport,I & C Field,US,US-IN,Culver,,IN
IN55,small_airport,Songer Airport,US,US-IN,Veedersburg,,IN
IN56,small_airport,Carroll's Airpark,US,US-IN,Muncie,,IN
IN57,small_airport,Shure Airport,US,US-IN,Farmersburg,,IN
IN58,small_airport,Sealscott Airport,US,US-IN,Monroeville,,IN
IN59,seaplane_base,Jerry W. Humphrey Seaplane Base,US,US-IN,Newburgh,,IN
IN60,small_airport,Wilderness Field,US,US-IN,Westfield,,IN
IN61,small_airport,Flying J Airport,US,US-IN,Wheatfield,,IN
IN62,small_airport,Tropria Airport,US,US-IN,Churubusco,,IN
IN63,small_airport,Horizon Field,US,US-IN,Eaton,,IN
IN64,small_airport,Beck Airport,US,US-IN,Bargersville,,IN
IN65,small_airport,Wolfe Field,US,US-IN,Shipshewana,,IN
IN66,heliport,Clear Lake Heliport,US,US-IN,Clear Lake,,IN
IN67,small_airport,Greener Pastures Airport,US,US-IN,North Vernon,,IN
IN68,small_airport,Stewart Airport,US,US-IN,Elizabeth,,IN
IN69,closed,Hatfield Airport,US,US-IN,Bristol,,IN
IN70,small_airport,Bodin Airport,US,US-IN,Chesterton,,IN
IN71,small_airport,Plew Airport,US,US-IN,Columbia City,,IN
IN72,small_airport,Mayer Airport,US,US-IN,Union Dale,,IN
IN73,closed,Fleet Field,US,US-IN,Culver,,IN
IN74,small_airport,H.J.Umbaugh Airport,US,US-IN,Culver,,IN
IN75,heliport,Norwood Heliport,US,US-IN,Elkhart,,IN
IN76,small_airport,Podell Airport,US,US-IN,Denham,,IN
IN77,closed,St Joseph Regional Medical Center Heliport,US,US-IN,South Bend,,IN
IN78,heliport,Police Heliport,US,US-IN,Gary,,IN
IN79,heliport,Northwest Family Hospital Heliport,US,US-IN,Gary,,IN
IN80,small_airport,Roberson Airport,US,US-IN,English,,IN
IN81,small_airport,Small Field,US,US-IN,Carthage,,IN
IN82,small_airport,Foos Field,US,US-IN,Granger,,IN
IN83,small_airport,Lautzenhiser Airpark,US,US-IN,Hamilton,,IN
IN84,closed,Shamrock Airport,US,US-IN,Hanna,,IN
IN85,small_airport,Bowlin Airport,US,US-IN,Huntington,,IN
IN86,small_airport,Wilson Airport,US,US-IN,Knox,,IN
IN87,small_airport,Singleton's Landing Strip,US,US-IN,Knox,,IN
IN88,small_airport,Sanders Gyroport Airport,US,US-IN,Cloverdale,,IN
IN89,closed,Ligonier Airport,US,US-IN,Ligonier,,IN
IN90,small_airport,Wietbrock Airport,US,US-IN,Lowell,,IN
IN91,small_airport,Valhalla Airport,US,US-IN,Maples,,IN
IN92,small_airport,Klein Airport,US,US-IN,Vincennes,,IN
IN93,small_airport,Hustons Airport,US,US-IN,New Carlisle,,IN
IN94,heliport,Dearborn County Hospital Heliport,US,US-IN,Lawrenceburg,,IN
IN95,small_airport,Long Airport,US,US-IN,North Judson,,IN
IN96,heliport,Memorial Hospital Heliport,US,US-IN,Logansport,,IN
IN97,heliport,Mgt Station 2113 Heliport,US,US-IN,Paxton,,IN
IN98,small_airport,Farm Strip,US,US-IN,Finly,,IN
IN99,small_airport,Donica Field,US,US-IN,Morgantown,,IN
IS00,small_airport,Jay Schertz Farm Airport,US,US-IL,Lowpoint,,IL
IS01,closed,Denby Airport,US,US-IL,Carlinville,,IL
IS02,small_airport,Dietchweiler Airport,US,US-IL,Watseka,,IL
IS03,closed,Fox Lake Seaplane Base,US,US-IL,Fox Lake,,IL
IS08,small_airport,Curless Airport,US,US-IL,Summum,,IL
IS09,heliport,Glenoaks Medical Center Heliport,US,US-IL,Glendale Heights,,IL
IS11,heliport,Kenneth Hall Regional Hospital Heliport,US,US-IL,East St Louis,,IL
IS12,heliport,Urso Heliport,US,US-IL,Bartlett,,IL
IS13,small_airport,Bussart Airport,US,US-IL,Dudley,,IL
IS14,heliport,Addison Fire Department Station 3 Heliport,US,US-IL,Addison,,IL
IS15,small_airport,Vodden Airport,US,US-IL,Esmond,,IL
IS16,small_airport,Hartline Air Strip STOLport,US,US-IL,Anna,,IL
IS17,heliport,Harvey Police Department Heliport,US,US-IL,Harvey,,IL
IS18,heliport,Crystal Lake Holiday Inn Heliport,US,US-IL,Crystal Lake,,IL
IS19,small_airport,Carlson RLA Restricted Landing Area,US,US-IL,Pecatonica,,IL
IS20,heliport,Presence St Joseph Hospital - Elgin Heliport,US,US-IL,Elgin,,IL
IS21,heliport,Community Memorial Hospital Heliport,US,US-IL,Staunton,,IL
IS22,heliport,County Emerg Svcs/Disaster Agcy Heliport,US,US-IL,Urbana,,IL
IS23,seaplane_base,Turner Seaplane Base,US,US-IL,South Elgin,,IL
IS24,small_airport,Harris Airport,US,US-IL,Ramsey,,IL
IS25,heliport,B & L Heliport,US,US-IL,Franklin Park,,IL
IS26,small_airport,Niklaus RLA Restricted Landing Area,US,US-IL,Farmer City,,IL
IS27,heliport,Nokomis Community Memorial Park Heliport,US,US-IL,Nokomis,,IL
IS29,heliport,OSF Center For Health - Streator Heliport,US,US-IL,Streator,,IL
IS30,heliport,St James Hospital and Health Center Heliport,US,US-IL,Olympia Fields,,IL
IS31,heliport,M G T Channahon Illinois Heliport,US,US-IL,Channahon,,IL
IS33,small_airport,Willhoit Airport,US,US-IL,Staunton,,IL
IS34,small_airport,Piper's Landing Airport,US,US-IL,Lawrenceville,,IL
IS37,small_airport,Stockton Airport,US,US-IL,Stockton,,IL
IS38,heliport,St Joseph Memorial Hospital Heliport,US,US-IL,Murphysboro,,IL
IS39,heliport,Central Dupage Hospital Heliport,US,US-IL,Winfield,,IL
IS40,small_airport,Eudy Airport,US,US-IL,Monroe Center,,IL
IS41,small_airport,Vogen Restricted Landing Area,US,US-IL,Newark,,IL
IS42,heliport,Lindstrom Heliport,US,US-IL,Morton,,IL
IS43,small_airport,Riggins Farms Airport,US,US-IL,Villa Glove,,IL
IS44,heliport,Illini Community Hospital Heliport,US,US-IL,Pittsfield,,IL
IS45,small_airport,Mast Field,US,US-IL,Quincy,,IL
IS46,heliport,Cgh Medical Center Heliport,US,US-IL,Sterling,,IL
IS47,small_airport,Willis Airport,US,US-IL,Sycamore,,IL
IS48,heliport,Il State Police District 22 Heliport,US,US-IL,Ullin,,IL
IS49,heliport,Illinois Valley Community Hospital Heliport,US,US-IL,Peru,,IL
IS50,heliport,Rend Lake Conservancy District Heliport,US,US-IL,Benton,,IL
IS51,small_airport,Schilson Field,US,US-IL,Carthage,,IL
IS52,small_airport,Russell Airport,US,US-IL,Donovan,,IL
IS54,small_airport,Mc Christy Airport,US,US-IL,Stonington,,IL
IS55,small_airport,Morton Airport,US,US-IL,La Harpe,,IL
IS56,small_airport,Herren Airport,US,US-IL,Timewell,,IL
IS57,small_airport,Wind Rose Farm Airport,US,US-IL,Marengo,,IL
IS58,heliport,Pecatonica Fire Protection District Heliport,US,US-IL,Pecatonica,,IL
IS59,small_airport,Rotstein Airport,US,US-IL,Kirkland,,IL
IS60,closed,Nixon Airport,US,US-IL,Medora,,IL
IS62,small_airport,John D Rennick Airport,US,US-IL,Spring Bay,,IL
IS63,small_airport,Hoffman Airport,US,US-IL,De Kalb,,IL
IS64,small_airport,Kuntz Field,US,US-IL,Gridley,,IL
IS65,small_airport,Woodlake Landing Airport,US,US-IL,Sandwich,,IL
IS66,small_airport,Rhea Restricted Landing Area,US,US-IL,Pontoosuc,,IL
IS67,heliport,Perry Memorial Hospital Heliport,US,US-IL,Princeton,,IL
IS69,small_airport,Kloker Airport,US,US-IL,Meredosia,,IL
IS71,small_airport,Koch Airport,US,US-IL,Shirland,,IL
IS73,small_airport,Woodley Aerial Spray Airport,US,US-IL,New Bedford,,IL
IS74,heliport,Caterpillar Aurora Heliport,US,US-IL,Montgomery,,IL
IS76,heliport,Sycamore Fire Department Heliport,US,US-IL,Sycamore,,IL
IS77,small_airport,Hoehn RLA Restricted Landing Area,US,US-IL,Witt,,IL
IS78,small_airport,Early - Merkel Field,US,US-IL,Pecatonica,,IL
IS79,seaplane_base,Jackson Seaplane Base,US,US-IL,Crystal Lake,,IL
IS80,small_airport,Uncle Chuck's Airport,US,US-IL,De Kalb,,IL
IS81,heliport,Alsip Fire Department Heliport,US,US-IL,Alsip,,IL
IS82,small_airport,Arras RLA Restricted Landing Area,US,US-IL,Greenfield,,IL
IS83,small_airport,Untied Acres Airport,US,US-IL,Belvidere,,IL
IS85,small_airport,Newton Airport,US,US-IL,Patterson,,IL
IS86,small_airport,Hendrix Airport,US,US-IL,Buckingham,,IL
IS88,small_airport,Melody Field,US,US-IL,Danville,,IL
IS89,heliport,Iroquois Memorial Hospital Heliport,US,US-IL,Watseka,,IL
IS90,heliport,Honey Lake Heliport,US,US-IL,Lake Zurick,,IL
IS92,heliport,Olivers Heliport,US,US-IL,Gilberts,,IL
IS93,small_airport,Sue Rock International Airport,US,US-IL,Rock City,,IL
IS94,small_airport,Johnson Airport,US,US-IL,Sandwich,,IL
IS95,small_airport,Harrington Farms Airport,US,US-IL,Sheridan,,IL
IS96,heliport,Carle Hospital Heliport,US,US-IL,Urbana,,IL
IS97,heliport,Trinity Medical Center Heliport,US,US-IL,Moline,,IL
IS98,heliport,Fabick Five Heliport,US,US-IL,Marion,,IL
IS99,heliport,Ware-Wolf Lake Heliport,US,US-IL,Wolf Lake,,IL
IVH,closed,Ivishak Airport,US,US-AK,Ivishak River,IVH,AK
JAMI,small_airport,Jamies,US,US-AR,Harrisburg,,AR
JB01,small_airport,Clearwater Aero Estates Airport,US,US-WI,Wisconsin Dells,,WI
JLA,small_airport,Quartz Creek Airport,US,US-AK,Cooper Landing,JLA,AK
JMC,heliport,Commodore Center Heliport,US,US-CA,Sausalito,,CA
JOEY,small_airport,Joeys,US,US-AR,Tupelo,,AR
JPB,closed,Pan Am Building Heliport,US,US-NY,New York,JPB,NY
JPN,heliport,Pentagon Army Heliport,US,US-DC,Washington,JPN,DC
JRA,heliport,West 30th St. Heliport,US,US-NY,New York,JRA,NY
JRB,heliport,Downtown-Manhattan/Wall St Heliport,US,US-NY,New York,JRB,NY
JY00,heliport,Pio Costa Enterprises Heliport,US,US-NJ,Fairfield,,NJ
JY01,heliport,Hunterdon Medical Center Heliport,US,US-NJ,Flemington,,NJ
JY02,heliport,Trade Zone Heliport,US,US-NJ,Mount Olive,,NJ
JY03,balloonport,View Finder Balloonport,US,US-NJ,Broadway,,NJ
JY04,small_airport,Paramount Air Airport,US,US-NJ,Green Creek,,NJ
JY05,heliport,Eayrestown Helistop,US,US-NJ,Lumberton,,NJ
JY06,heliport,The Farm Heliport,US,US-NJ,Bedminster,,NJ
JY07,small_airport,Air-List-Ads Airport,US,US-NJ,Stewartsville,,NJ
JY08,small_airport,Var-Sky Airport,US,US-NJ,Woodstown,,NJ
JY09,heliport,Firmenich Incorporated Heliport,US,US-NJ,Plainsboro,,NJ
JY11,closed,Newark Academy Heliport,US,US-NJ,Livingston,,NJ
JY12,heliport,International Crossroads Heliport,US,US-NJ,Mahwah,,NJ
JY13,heliport,Colgate-Palmolive/Mennen Heliport,US,US-NJ,Morris Township,,NJ
JY14,heliport,Halka Heliport,US,US-NJ,Freehold,,NJ
JY15,heliport,My Girls Helistop,US,US-NJ,Medford,,NJ
JY16,heliport,Merrill Creek Reservoir Heliport,US,US-NJ,Phillipsburg,,NJ
JY17,small_airport,Woodcrest Farms Airstrip,US,US-NJ,Shiloh,,NJ
JY18,heliport,Warren Hopely Heliport,US,US-NJ,Vincentown,,NJ
JY19,heliport,Commerce Bank Heliport,US,US-NJ,Toms River,,NJ
JY20,heliport,"Bower, Schman & Welch Heliport",US,US-NJ,Washington,,NJ
JY21,heliport,New Jersey Turnpike Heliport,US,US-NJ,Jamesburg,,NJ
JY22,heliport,Hackettstown Hospital Heliport,US,US-NJ,Hackettstown,,NJ
JY23,heliport,Transco Station Sosh Heliport,US,US-NJ,Centerville,,NJ
JY24,small_airport,Weiss Farm Airport,US,US-NJ,Allamuchy,,NJ
JY25,heliport,Liberty Cross Landing Heliport,US,US-NJ,Gladstone,,NJ
JY26,heliport,Bridgeton Heliport,US,US-NJ,Bridgeton,,NJ
JY27,heliport,White Willow Heliport,US,US-NJ,Great Meadows,,NJ
JY28,heliport,Atlantic City Medical Center Heliport,US,US-NJ,Pomona,,NJ
JY29,heliport,Westwood Heliport,US,US-NJ,Westwood,,NJ
JY30,heliport,Breezy Acres Farm Heliport,US,US-NJ,Waterford,,NJ
JY31,small_airport,Wide Sky Airpark,US,US-NJ,Bridgeton,,NJ
JY32,heliport,Bayside State Prison Heliport,US,US-NJ,Leesburg,,NJ
JY33,balloonport,Harmony Balloonport,US,US-NJ,Phillipsburg,,NJ
JY34,heliport,Verizon - Basking Ridge Heliport,US,US-NJ,Bernards Township,,NJ
JY35,seaplane_base,Allen's Seaplane Base,US,US-NJ,Brick,,NJ
JY36,heliport,Mianecki Heliport,US,US-NJ,Newton,,NJ
JY37,heliport,Monk Heliport,US,US-NJ,Milford,,NJ
JY38,heliport,Edison Heliport,US,US-NJ,Edison,,NJ
JY39,small_airport,Rainbow'S End Airport,US,US-NJ,Salem,,NJ
JY40,heliport,Hess Plaza Heliport,US,US-NJ,Woodbridge,,NJ
JY42,balloonport,Mabel's Balloonport,US,US-NJ,Frenchtown,,NJ
JY43,small_airport,Hill Top Airport,US,US-NJ,West Milford,,NJ
K00,closed,Hall Airport,US,US-TX,Kaufman,,TX
K00C,small_airport,Animas Air Park,US,US-CO,Durango,AMK,CO
K00F,small_airport,Broadus Airport,US,US-MT,Broadus,BDX,MT
K00M,small_airport,Thigpen Field,US,US-MS,Bay Springs,,MS
K00R,small_airport,Livingston Municipal Airport,US,US-TX,Livingston,,TX
K00V,small_airport,Meadow Lake Airport,US,US-CO,Colorado Springs,,CO
K01,small_airport,Farington Field,US,US-NE,Auburn,,NE
K01G,small_airport,Perry-Warsaw Airport,US,US-NY,Perry,,NY
K01M,small_airport,Tishomingo County Airport,US,US-MS,Belmont,,MS
K02A,small_airport,Chilton County Airport / Gragg-Wade Field,US,US-AL,Clanton,,AL
K02C,small_airport,Capitol Airport,US,US-WI,Brookfield,,WI
K02G,small_airport,Columbiana County Airport,US,US-OH,East Liverpool,,OH
K03,seaplane_base,Long Lake Sagamore Seaplane Base & Marina,US,US-NY,Long Lake,,NY
K03B,small_airport,Mansfield Municipal Airport,US,US-MO,Mansfield,,MO
K03D,small_airport,Memphis Memorial Airport,US,US-MO,Memphis,,MO
K04A,small_airport,Frank Sikes Airport,US,US-AL,Luverne,,AL
K04G,small_airport,Lansdowne Airport,US,US-OH,Youngstown,,OH
K04M,small_airport,Calhoun County Airport,US,US-MS,Pittsboro,,MS
